timestamp,visitorid,event,itemid,transactionid
1430782377818,958275,view,293101,
1430781327305,1233327,view,57788,
1430785604662,1339558,view,425448,
1430782746224,193863,view,412981,
1430780979185,587655,view,359109,
1430781989136,1293381,view,398579,
1430784001627,380757,view,142466,
1430781761521,1103364,view,332307,
1430782020927,667767,view,194831,
1430781324301,1262367,view,277139,
1430785018971,99319,view,223644,
1430783984693,1374422,view,172935,
1430780975396,194791,view,14185,
1430783160544,1233244,view,378862,
1430784899876,103319,view,399399,
1430785262964,848032,view,343247,
1430782524023,1159613,view,222076,
1430781777597,710338,view,143714,
1430781778065,67285,view,252706,
1430783959374,45230,view,264384,
1430781780417,701078,view,65179,
1430782903099,808717,view,398075,
1430782033052,1252275,view,387530,
1430782485977,1088412,view,266085,
1430784922496,1055036,view,367393,
1430783175889,1308815,view,284734,
1430783922521,575582,view,133341,
1430783260851,1289217,view,204038,
1430785776634,340426,view,19714,
1430784929176,163561,transaction,294267,1546.0
1430782452574,413017,view,395292,
1430783914240,1271033,view,414239,
1430781803179,241948,view,210249,
1430781805259,568228,view,442721,
1430785644579,1208823,view,462032,
1430783906177,595633,view,230313,
1430785645582,99933,view,230034,
1430783900236,751466,view,242245,
1430782921685,196899,view,142466,
1430782434766,278782,view,134727,
1430783876355,513507,view,442008,
1430782138679,194277,view,21730,
1430781202116,501777,view,446934,
1430782633303,500667,view,367664,
1430783010931,376975,view,179807,
1430783864404,513507,view,310527,
1430783863629,845884,view,127715,
1430782250597,866179,view,433014,
1430781840366,667767,view,10137,
1430781271641,1366936,view,458302,
1430785142042,703442,view,354714,
1430780929011,1062987,addtocart,254432,
1430782413606,95353,addtocart,373810,
1430782144425,138131,view,11663,
1430782672619,929826,view,12299,
1430783817947,1004305,view,466008,
1430784936728,51757,view,295613,
1430782428901,1389370,view,181296,
1430782099213,163561,view,354484,
1430781152983,882239,view,9863,
1430783527203,478046,view,108224,
1430781148740,401697,view,251396,
1430784993136,125627,view,337767,
1430782502440,1279702,view,422948,
1430782027832,600058,view,396007,
1430782092168,1279702,view,168224,
1430783775554,1387118,view,365742,
1430783344995,642800,view,109356,
1430783346030,1296843,view,92315,
1430783768315,738851,view,13568,
1430783048978,1304315,view,25990,
1430781276428,262257,view,165362,
1430783524583,77721,view,247816,
1430783524143,478046,view,107389,
1430783762267,974663,view,136266,
1430781882947,1104800,view,378637,
1430780862255,54546,view,101872,
1430782229261,1022823,view,342848,
1430780878193,270637,view,458124,
1430782228901,29348,view,47948,
1430781898961,555479,view,437488,
1430785140010,202133,view,93101,
1430783373992,530695,view,101663,
1430785834941,992637,view,307972,
1430784958845,51775,view,240062,
1430785840665,509521,view,147176,
1430782648781,236587,view,111530,
1430782602157,846399,view,24069,
1430785692587,509521,view,349109,
1430783210131,149451,view,184990,
1430782007222,876052,view,11575,
1430783082897,941303,view,174986,
1430783516697,1008572,view,189764,
1430783516516,565499,view,312859,
1430784956192,1107656,view,315545,
1430783395304,960133,view,96941,
1430781928030,437000,addtocart,249657,
1430781928792,968428,view,181874,
1430783152907,740123,view,431276,
1430782061927,710338,view,170021,
1430783406607,1078486,transaction,446934,10095.0
1430782208714,1121670,view,202077,
1430783511503,436974,view,390914,
1430784974542,99319,view,407000,
1430781943876,1140878,transaction,172004,6462.0
1430783101671,1204272,view,220003,
1430781944527,1351743,view,434688,
1430783420379,764080,view,272770,
1430782687397,1078486,view,446934,
1430784579902,652333,view,411694,
1430782336580,1371651,view,211748,
1430781470591,275718,view,392074,
1430782841361,1329653,view,238650,
1430785378580,330109,view,341012,
1430785393767,99319,view,108220,
1430784539513,45243,view,444090,
1430782276539,866179,view,433014,
1430782685675,511793,view,439262,
1430781465702,228954,view,192857,
1430784537111,34419,view,382460,
1430784527561,399591,view,412865,
1430784525009,34419,view,382460,
1430785096070,1176523,view,363237,
1430784611114,1311391,view,69521,
1430781506461,875848,addtocart,83497,
1430785407344,330109,view,192152,
1430782339902,740123,view,80885,
1430783426936,895562,view,398675,
1430781232434,80986,view,14164,
1430785412970,777474,view,272780,
1430781233038,981175,view,345643,
1430785164476,702233,view,220689,
1430781448615,440772,view,296465,
1430780945331,1062987,view,326614,
1430785363744,1038384,view,361038,
1430780918684,602644,view,215503,
1430784456500,828961,view,378287,
1430782930020,362069,view,383229,
1430783608680,1352965,view,105063,
1430784445790,1180411,view,175325,
1430763889292,649387,transaction,120778,528.0
1430760548752,1026865,view,244204,
1430762989884,6487,view,419150,
1430764954533,1197045,view,315543,
1430761248584,136618,view,452267,
1430765037450,898878,view,190172,
1430760802450,960337,view,219583,
1430761115334,184570,view,79835,
1430760716149,1333405,view,64742,
1430761114829,1250772,view,179317,
1430762387856,455714,view,99733,
1430763807398,494212,view,304537,
1430762863083,737863,view,97937,
1430761845670,1286132,view,133154,
1430765243946,1246392,view,39359,
1430764903577,420758,view,378153,
1430760418685,1245913,view,273707,
1430765242694,868541,view,175662,
1430762859730,737863,view,98200,
1430765424125,265326,view,28161,
1430763591155,1246392,view,430197,
1430764814396,54535,view,13855,
1430764959477,625914,view,355707,
1430762627805,138169,view,120432,
1430764494189,199949,view,296411,
1430761848181,1010916,view,217946,
1430764051498,1059937,view,61240,
1430763883473,324335,view,286376,
1430761684481,329139,view,100990,
1430762629250,1108464,view,67707,
1430761350869,1341520,view,399011,
1430762856406,350096,view,62120,
1430764246181,253725,view,345279,
1430761543693,924323,addtocart,385838,
1430760664872,681196,view,278586,
1430762960709,710338,view,316753,
1430764905943,95489,view,20809,
1430765235745,276578,view,445447,
1430764747464,1030741,view,6831,
1430760812741,573295,view,249884,
1430764176125,814467,view,193304,
1430762635633,767297,view,144932,
1430765426694,138131,view,37767,
1430764176737,1400960,view,4606,
1430763799648,253725,view,4001,
1430764445846,690535,view,330647,
1430761029455,625608,view,114681,
1430763160626,356293,view,281103,
1430762278322,742632,view,414492,
1430761463789,939259,view,394932,
1430762329052,273999,view,442850,
1430764030359,284451,view,234087,
1430761187719,710338,view,3962,
1430760378523,700481,view,26745,
1430761310565,537472,view,210026,
1430764302278,414936,view,244458,
1430765350697,927465,view,244027,
1430760659843,1349995,view,26671,
1430765122845,459905,view,153666,
1430761576548,660495,view,316753,
1430765404782,979019,view,266570,
1430763794590,868541,view,423718,
1430763794574,710338,transaction,316753,6448.0
1430761600674,363718,view,391506,
1430761442491,1219089,transaction,448453,10396.0
1430763454606,290438,view,425726,
1430764254620,260330,view,229205,
1430761856101,501875,view,368225,
1430764179983,56024,view,368060,
1430761411908,723223,view,424173,
1430761311801,1116643,view,349994,
1430761462898,679422,view,198209,
1430760568983,1242062,view,443829,
1430763335423,919278,addtocart,86493,
1430763788326,150642,view,397138,
1430764912107,249481,view,268061,
1430764665338,18121,view,340670,
1430761258574,686896,view,89379,
1430764592094,1085761,view,336131,
1430765458654,1271101,view,365320,
1430762195894,1252938,view,230605,
1430764260090,604898,view,374178,
1430763452696,605741,view,234891,
1430764973591,163561,view,334401,
1430763015482,805253,view,53657,
1430764182988,163561,view,14587,
1430762364648,1181244,view,383409,
1430760979589,172409,view,215596,
1430764546969,704640,view,276911,
1430763695541,649387,addtocart,174341,
1430763984686,1103798,addtocart,41427,
1430765479507,215984,view,276724,
1430762207783,1292771,view,57605,
1430764483933,208114,view,181863,
1430764388521,975611,view,77933,
1430760776052,1212821,view,257070,
1430763013483,1137090,view,267852,
1430765385084,355785,view,279006,
1430764117870,54535,addtocart,51346,
1430760575637,560605,view,201366,
1430762112266,1347760,view,65540,
1430763835489,797649,view,47216,
1430765204678,898878,view,59665,
1430761226693,920998,view,92078,
1430762941175,750964,view,21573,
1430760651115,1349995,addtocart,26671,
1430763285442,687832,view,447544,
1430763081525,380982,view,308867,
1430763469799,1227513,view,297148,
1430763307083,150642,view,251884,
1430761664868,299142,view,249011,
1430762518782,271026,view,235667,
1430762822844,434356,view,236055,
1430762026549,451023,view,286592,
1430764097861,1169327,view,417912,
1430763732890,294303,view,284753,
1430763059714,477022,view,45707,
1430760504605,422673,view,58166,
1430762306254,1236669,view,333014,
1430764816760,18513,view,457455,
1430762936787,175193,view,200425,
1430764268964,1212524,view,123825,
1430760647718,427407,view,298740,
1430763400474,183404,view,71097,
1430761196277,163561,view,338535,
1430760410032,1196347,view,416866,
1430762424083,160420,view,102438,
1430762894879,868541,view,198906,
1430761869053,800196,view,215944,
1430762524691,212109,view,379377,
1430760369272,1091699,addtocart,443939,
1430764419594,642949,view,345643,
1430761870358,897125,view,207167,
1430765080591,457083,view,420642,
1430763008418,578952,view,446534,
1430760645785,1147828,view,350960,
1430761473254,686636,view,408139,
1430760700314,548860,view,114317,
1430763601143,919278,view,364642,
1430762101802,217441,view,317827,
1430763224462,598739,view,207430,
1430762179098,1215061,view,218920,
1430764272295,837537,view,254564,
1430761127422,461566,view,50503,
1430764272338,1211918,view,440782,
1430761589324,1140327,view,363645,
1430761646238,1171822,view,120144,
1430760735833,560875,view,372243,
1430762528361,138169,view,350751,
1430761139726,155790,view,227092,
1430761035823,1018169,view,273169,
1430763006918,1201667,view,307035,
1430763487014,199949,view,449531,
1430765530386,577459,view,20017,
1430763358833,722185,view,147119,
1430762530603,163055,view,236578,
1430765546257,801320,view,312570,
1430761403200,681196,addtocart,122734,
1430765323297,560964,view,174208,
1430762113943,549698,view,97139,
1430763971539,138131,transaction,448453,9872.0
1430763603089,1387343,view,78911,
1430761715290,710338,view,183445,
1430763447194,518847,view,417422,
1430763644704,148264,addtocart,19278,
1430765180751,553183,view,261865,
1430762018682,1226255,view,163013,
1430763384491,868541,view,423718,
1430764582681,163561,view,384647,
1430765089738,898878,view,222285,
1430761094034,278648,view,226224,
1430765438196,1021725,view,374533,
1430761876020,419198,view,4932,
1430763711464,975015,view,273609,
1430760513923,121383,view,459631,
1430761068312,570045,view,232509,
1430763004101,1047659,addtocart,294807,
1430763733971,1274417,view,146684,
1430760593131,271853,view,229598,
1430760461798,1394708,view,270487,
1430765484656,191900,view,7698,
1430764677806,114353,view,208840,
1430764079849,1022293,view,452802,
1430764583843,560729,view,118551,
1430763762586,917916,view,421658,
1430764788207,45420,view,227914,
1430762706752,425966,view,30792,
1430760870906,710338,addtocart,26671,
1430762919372,649387,view,120778,
1430760877300,138131,view,242603,
1430761707431,1231096,view,463025,
1430762584061,748739,view,285680,
1430761374575,881958,view,434432,
1430761017449,641838,view,374129,
1430764284098,1183823,view,315545,
1430762390534,96478,view,9759,
1430761672639,393359,view,383898,
1430760904576,825467,view,207056,
1430764139749,47029,view,415660,
1430760818210,505243,view,53236,
1430762792995,919278,addtocart,342771,
1430761882652,1010916,view,322642,
1430764732382,54535,view,13855,
1430763607857,760044,view,436195,
1430763366807,919278,view,384574,
1430765167494,845432,view,87740,
1430762791695,167632,view,14913,
1430762548002,919278,view,392392,
1430764407660,814467,view,135091,
1430765464582,947272,view,122734,
1430763977565,904907,view,72512,
1430765101573,1263748,view,183319,
1430765400006,215984,view,276724,
1430765163913,757414,view,466847,
1430761884112,751545,view,172894,
1430761021621,623024,view,142466,
1430761089274,434356,view,236910,
1430760835062,710338,view,26671,
1430761693133,289007,view,93941,
1430763504925,1381769,view,54115,
1430761071642,723223,view,424173,
1430760519919,427407,view,355312,
1430763511089,668604,view,48704,
1430763187063,707199,view,443805,
1430761005068,1022144,view,36133,
1430765158856,276578,view,428249,
1430763253096,56024,view,199732,
1430764588161,40546,view,314103,
1430760414595,610226,view,36315,
1430761191083,88980,view,50934,
1430763832735,1090548,view,186352,
1430762780183,722185,view,147119,
1430762780132,1245291,view,336179,
1430764412071,440992,view,209752,
1430761916369,138131,view,424515,
1430765153653,204732,view,424623,
1430760972908,625608,view,413700,
1430765001732,1315863,view,97886,
1430761040649,658925,view,96489,
1430761295353,1324495,view,361924,
1430760605684,756865,view,188069,
1430762231582,1239291,view,379520,
1430765112099,1068607,view,265790,
1430762005383,954901,view,39561,
1430761074702,164816,view,98409,
1430764411118,1292879,view,210309,
1430761426882,34544,view,138201,
1430763942003,225259,view,22481,
1430764934107,357886,view,456012,
1430761393164,577886,view,309306,
1430761831476,164816,view,98409,
1430762890322,649387,view,120778,
1430764810816,898952,view,301147,
1430760626105,459235,view,457231,
1430761542936,686636,view,354365,
1430762740424,1091091,view,19002,
1430762904232,469844,view,128499,
1430764311935,93887,transaction,444899,6983.0
1430761453862,853583,view,102963,
1430762564002,903881,view,68422,
1430761245340,642842,view,363972,
1430762565296,1113071,view,268061,
1430760799243,686896,view,89379,
1430764213437,552829,view,108096,
1430761125455,1398844,view,194165,
1430765140361,1385204,view,400993,
1430764226964,1134389,view,118856,
1430763036727,13114,view,232312,
1430764945522,504570,view,373294,
1430764227292,814467,view,193304,
1430764539792,675174,view,436004,
1430761754138,299142,addtocart,229067,
1430761082214,226019,view,57788,
1430762980323,603548,view,279906,
1430764227851,924445,view,242603,
1430765524470,420782,view,323161,
1430764480909,505053,view,296896,
1430763920700,274488,view,4001,
1430763520778,787568,view,139479,
1430760938554,13946,view,79175,
1430762241895,919278,view,32581,
1430763894978,163561,view,288290,
1430764403650,163561,view,448453,
1430764155975,1179272,view,222173,
1430765379160,1297562,view,151585,
1430763478810,1329400,view,315387,
1430761047185,686896,view,89379,
1430761341534,1233094,view,283593,
1430761154746,1249062,view,258305,
1430762878079,163561,view,186659,
1430764402238,42643,view,85510,
1430760544263,423666,view,302242,
1430760719960,1349995,view,26671,
1430762599802,240829,view,313114,
1430764232254,414936,view,315176,
1430760675777,163561,view,37688,
1430762481233,868541,view,161498,
1430762601758,1258029,view,829,
1430765259779,1375138,view,353825,
1430764658403,1389007,view,114319,
1430761164603,1350100,view,423397,
1430761421426,463669,addtocart,238394,
1430761980278,385584,view,457843,
1430762436150,647026,transaction,417631,8248.0
1430761757223,1043790,view,256473,
1430765410328,875924,view,82278,
1430761496828,509095,view,253415,
1430764235883,138131,addtocart,423217,
1430762400614,1219445,view,386870,
1430761770406,253013,view,80848,
1430770935871,543745,view,72512,
1430775069846,1042672,view,344862,
1430772496234,1178305,view,75075,
1430772027470,88383,view,263980,
1430775308300,1106469,view,206306,
1430772731249,1313869,view,274151,
1430772800673,734676,view,247816,
1430771946642,647595,view,148203,
1430770736555,282487,view,261326,
1430770874531,745262,view,50065,
1430773777012,313253,view,307616,
1430772657046,1127336,view,277096,
1430774000628,216607,view,378744,
1430773359165,469747,view,225365,
1430771633248,946947,view,54382,
1430775348980,115786,view,22307,
1430773882064,1374716,view,432927,
1430772648034,291159,view,435488,
1430772430070,1083496,view,146264,
1430773809125,1000899,view,368947,
1430774427091,784505,view,304669,
1430773913052,1335263,view,30566,
1430772790336,1333612,view,351321,
1430773902370,1353478,view,64253,
1430775707832,601063,view,205748,
1430770915620,514103,view,120336,
1430771345584,711505,view,199577,
1430772787756,293925,view,442837,
1430774430058,1008473,view,104314,
1430773169601,455708,view,345576,
1430772296819,176127,view,412762,
1430775677461,1334415,view,29591,
1430772651813,509155,view,340771,
1430775064429,1399797,view,465367,
1430773907401,354323,view,53931,
1430771274478,753277,view,82278,
1430775747233,163561,view,98374,
1430771080819,250847,view,23439,
1430773274069,173639,addtocart,212216,
1430774900466,443706,view,230383,
1430775629309,163561,view,130139,
1430772629736,990353,view,351321,
1430775157514,940111,view,162657,
1430775436245,176957,view,103035,
1430775455416,681528,view,115482,
1430773905099,1000899,view,266900,
1430772960837,110093,view,433305,
1430773840311,162326,view,439262,
1430773274078,1353478,view,452852,
1430772293269,1071917,view,154860,
1430773552818,1140821,view,139287,
1430774429555,995227,view,191222,
1430774826662,409175,addtocart,227161,
1430772970009,710712,view,159038,
1430771501075,789005,view,358211,
1430773349793,121717,view,263385,
1430772727348,873885,view,228453,
1430771781005,679336,view,158834,
1430773018518,189458,view,62884,
1430771727457,88383,view,230770,
1430772257856,81769,view,104479,
1430774960021,964451,view,427486,
1430772050024,790236,view,257009,
1430775314237,1377185,view,153050,
1430772066067,1048311,view,313551,
1430772165190,81769,view,99895,
1430773606389,215401,view,295070,
1430773010986,1049142,view,371045,
1430771366791,629840,view,205536,
1430774321946,501112,view,369158,
1430771296272,340725,view,172605,
1430773828037,667822,view,25949,
1430773876864,1335263,view,30566,
1430773145647,996943,view,351044,
1430774438766,57969,view,108021,
1430773268716,1171232,view,382128,
1430772527920,403143,addtocart,87856,
1430773095167,1307482,view,125232,
1430771685126,247520,view,101288,
1430771301352,613453,view,257040,
1430771685472,715737,view,335975,
1430774927717,1090548,view,254932,
1430772072796,1258758,view,353241,
1430774971662,211782,view,113330,
1430774259477,57969,view,409253,
1430774702823,403162,view,196285,
1430775560325,555741,view,392074,
1430772171447,1111942,view,285559,
1430771712208,946947,view,363172,
1430775039798,343823,view,391289,
1430772074797,591870,view,318106,
1430773621101,403162,view,168367,
1430772162718,789005,view,339517,
1430775560545,1042642,view,53623,
1430771450975,1318248,view,74887,
1430772283440,30625,view,64951,
1430772368547,1237836,view,441017,
1430774407356,809969,view,70226,
1430773405446,634709,view,51408,
1430773889558,1069927,view,336686,
1430771035258,163561,view,88831,
1430773407354,1352145,view,237422,
1430774320551,517339,view,232533,
1430775104248,608895,addtocart,372845,
1430771156340,85676,view,369447,
1430772372740,539421,view,193613,
1430771550990,872272,view,334168,
1430775272348,1180041,addtocart,247948,
1430772447015,403162,view,446506,
1430774701391,868541,view,191222,
1430770814632,1003650,view,216046,
1430774847821,237321,view,292618,
1430773281709,766834,view,366421,
1430772366524,710338,view,181948,
1430773205485,107839,view,134391,
1430773806412,491751,view,337877,
1430771160734,709654,view,445635,
1430773628930,1115957,view,145089,
1430774533100,523822,view,96780,
1430771846073,1298265,view,34873,
1430774533313,941240,view,232916,
1430773973296,923528,view,335975,
1430774079292,654365,view,59405,
1430774533642,1079914,view,251491,
1430771374584,54804,view,275109,
1430775256904,1180041,addtocart,247948,
1430774397051,610264,view,375705,
1430771844198,1043555,view,411858,
1430772378555,600216,view,207708,
1430775589208,699463,view,428335,
1430773429593,1143975,view,340093,
1430771398960,1057144,view,393979,
1430771984132,1094089,view,67918,
1430771895852,1108076,view,31611,
1430774044943,1247721,view,9308,
1430772379952,503440,view,399531,
1430772380249,1115922,view,438419,
1430774538293,332391,view,103014,
1430773821080,426370,view,215156,
1430774474638,501112,view,19976,
1430774327253,387845,view,455006,
1430772205097,1130340,view,31300,
1430774824702,1113427,view,166122,
1430774123929,654365,view,9646,
1430774759634,922795,view,60954,
1430775331952,1170351,view,48615,
1430775598057,466817,view,76290,
1430773585174,1271152,view,243116,
1430774855578,1113427,view,326306,
1430773863071,134349,view,440673,
1430775245142,115786,view,423987,
1430775018795,964451,view,427486,
1430774541262,257933,view,359109,
1430773985859,132086,view,33956,
1430773700754,1300017,view,82389,
1430774764267,1124337,view,127995,
1430771838479,72059,view,197919,
1430774500166,138131,view,232533,
1430775095604,989590,view,192470,
1430775241897,458984,view,223377,
1430770943316,699103,view,187781,
1430774797606,1248887,view,221916,
1430771540491,937955,view,337002,
1430773095923,1307482,view,125232,
1430772387759,369269,view,34483,
1430772870822,261538,view,210035,
1430773961093,1052144,view,20906,
1430772993506,200710,view,12906,
1430772086767,100271,view,461193,
1430772689852,461499,view,87557,
1430770809949,646478,view,348146,
1430774317864,216607,view,195246,
1430773456171,141701,transaction,334094,15495.0
1430771657705,1009676,view,397157,
1430773759248,1360802,view,307306,
1430775632428,92098,view,314201,
1430773644387,710338,view,240535,
1430771188205,8102,view,124366,
1430775282405,1084980,addtocart,87740,
1430771716796,123457,view,292308,
1430774547673,764263,view,356629,
1430775282822,60887,view,51352,
1430771858422,528001,addtocart,370165,
1430773337160,1245369,view,30974,
1430771785705,439881,view,341685,
1430775317220,231026,view,391239,
1430775466065,920856,view,432285,
1430771941764,403162,view,444225,
1430772684144,794181,view,434171,
1430773953413,710338,view,303178,
1430772591259,163561,view,189338,
1430772635382,505766,view,351397,
1430772228606,1338581,view,2369,
1430775132894,627940,view,443630,
1430774765848,590128,view,400670,
1430774519496,77454,view,110065,
1430771959642,1117661,view,406209,
1430775576983,466817,view,163897,
1430773076145,677124,view,181067,
1430772136086,528734,view,403591,
1430771197820,432620,view,168318,
1430774836474,409175,view,453618,
1430773856071,292623,view,365448,
1430771959356,919436,view,428928,
1430771198655,1380352,view,456792,
1430771466866,1108870,view,139978,
1430773223744,1181692,view,193529,
1430773768793,1079533,view,294267,
1430773817363,727735,view,424515,
1430772003614,696523,view,23758,
1430770819562,77237,view,429571,
1430774821239,197191,view,286841,
1430775218645,941635,view,63366,
1430773992008,1294843,view,25787,
1430773770530,1018354,view,215172,
1430772005872,81769,view,99895,
1430775423913,176957,view,60138,
1430775029541,473062,view,434814,
1430775131466,441392,view,245333,
1430771958231,312775,view,82278,
1430774136970,287463,view,427923,
1430773248819,1392864,view,104746,
1430772168059,744573,view,273936,
1430771264478,1037810,view,250901,
1430772762884,977039,view,83381,
1430771130267,602754,view,210524,
1430774873588,1236587,view,135781,
1430774790229,352131,view,349659,
1430774366636,1210496,view,357851,
1430774366414,710338,view,204209,
1430775209891,849762,view,11870,
1430774874452,608895,view,372762,
1430771922483,1172006,view,310736,
1430775207468,231026,view,395435,
1430772734837,403162,view,194731,
1430771212957,250847,view,347833,
1430774188824,110975,view,347645,
1430775205660,1091630,view,131385,
1430772223040,1095967,view,232180,
1430772305112,855967,view,262731,
1430772551576,137190,view,428554,
1430771069852,88383,view,81346,
1430772167612,1130340,view,464216,
1430772355071,1130340,view,184967,
1430772829525,794181,view,434171,
1430773370562,725607,view,263444,
1430774421356,163561,transaction,361777,11110.0
1430772354866,1077449,view,412081,
1430773295037,250240,view,55251,
1430775200200,115786,view,22307,
1430773154794,1372722,view,170195,
